keyword,search_volume,competition,competition_level,cpc,monthly_searches
red lentils and rice,720,LOW,,0.28,"[{'year': 2025, 'month': 6, 'search_volume': 390}, {'year': 2025, 'month': 5, 'search_volume': 480}, {'year': 2025, 'month': 4, 'search_volume': 480}, {'year': 2025, 'month': 3, 'search_volume': 480}, {'year': 2025, 'month': 2, 'search_volume': 590}, {'year': 2025, 'month': 1, 'search_volume': 590}, {'year': 2024, 'month': 12, 'search_volume': 390}, {'year': 2024, 'month': 11, 'search_volume': 720}, {'year': 2024, 'month': 10, 'search_volume': 2400}, {'year': 2024, 'month': 9, 'search_volume': 1000}, {'year': 2024, 'month': 8, 'search_volume': 480}, {'year': 2024, 'month': 7, 'search_volume': 590}]"
red lentils in instant pot,1300,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 1000}, {'year': 2025, 'month': 5, 'search_volume': 1000}, {'year': 2025, 'month': 4, 'search_volume': 1300}, {'year': 2025, 'month': 3, 'search_volume': 1300}, {'year': 2025, 'month': 2, 'search_volume': 1300}, {'year': 2025, 'month': 1, 'search_volume': 1600}, {'year': 2024, 'month': 12, 'search_volume': 1300}, {'year': 2024, 'month': 11, 'search_volume': 1300}, {'year': 2024, 'month': 10, 'search_volume': 1300}, {'year': 2024, 'month': 9, 'search_volume': 1300}, {'year': 2024, 'month': 8, 'search_volume': 1300}, {'year': 2024, 'month': 7, 'search_volume': 1300}]"
red soup,720,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 480}, {'year': 2025, 'month': 5, 'search_volume': 590}, {'year': 2025, 'month': 4, 'search_volume': 720}, {'year': 2025, 'month': 3, 'search_volume': 720}, {'year': 2025, 'month': 2, 'search_volume': 720}, {'year': 2025, 'month': 1, 'search_volume': 880}, {'year': 2024, 'month': 12, 'search_volume': 720}, {'year': 2024, 'month': 11, 'search_volume': 1000}, {'year': 2024, 'month': 10, 'search_volume': 1300}, {'year': 2024, 'month': 9, 'search_volume': 590}, {'year': 2024, 'month': 8, 'search_volume': 590}, {'year': 2024, 'month': 7, 'search_volume': 590}]"
red split lentil soup,90,LOW,,0.02,"[{'year': 2025, 'month': 6, 'search_volume': 70}, {'year': 2025, 'month': 5, 'search_volume': 70}, {'year': 2025, 'month': 4, 'search_volume': 90}, {'year': 2025, 'month': 3, 'search_volume': 90}, {'year': 2025, 'month': 2, 'search_volume': 90}, {'year': 2025, 'month': 1, 'search_volume': 140}, {'year': 2024, 'month': 12, 'search_volume': 90}, {'year': 2024, 'month': 11, 'search_volume': 90}, {'year': 2024, 'month': 10, 'search_volume': 90}, {'year': 2024, 'month': 9, 'search_volume': 90}, {'year': 2024, 'month': 8, 'search_volume': 40}, {'year': 2024, 'month': 7, 'search_volume': 30}]"
red split lentils cooking time,70,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 50}, {'year': 2025, 'month': 5, 'search_volume': 70}, {'year': 2025, 'month': 4, 'search_volume': 70}, {'year': 2025, 'month': 3, 'search_volume': 70}, {'year': 2025, 'month': 2, 'search_volume': 70}, {'year': 2025, 'month': 1, 'search_volume': 70}, {'year': 2024, 'month': 12, 'search_volume': 50}, {'year': 2024, 'month': 11, 'search_volume': 70}, {'year': 2024, 'month': 10, 'search_volume': 70}, {'year': 2024, 'month': 9, 'search_volume': 50}, {'year': 2024, 'month': 8, 'search_volume': 40}, {'year': 2024, 'month': 7, 'search_volume': 50}]"
rice and lentils instant pot,170,LOW,,1.25,"[{'year': 2025, 'month': 6, 'search_volume': 110}, {'year': 2025, 'month': 5, 'search_volume': 90}, {'year': 2025, 'month': 4, 'search_volume': 170}, {'year': 2025, 'month': 3, 'search_volume': 210}, {'year': 2025, 'month': 2, 'search_volume': 170}, {'year': 2025, 'month': 1, 'search_volume': 210}, {'year': 2024, 'month': 12, 'search_volume': 140}, {'year': 2024, 'month': 11, 'search_volume': 140}, {'year': 2024, 'month': 10, 'search_volume': 210}, {'year': 2024, 'month': 9, 'search_volume': 170}, {'year': 2024, 'month': 8, 'search_volume': 140}, {'year': 2024, 'month': 7, 'search_volume': 170}]"
sausages and lentils,1600,LOW,,0.21,"[{'year': 2025, 'month': 6, 'search_volume': 1300}, {'year': 2025, 'month': 5, 'search_volume': 1600}, {'year': 2025, 'month': 4, 'search_volume': 1600}, {'year': 2025, 'month': 3, 'search_volume': 1900}, {'year': 2025, 'month': 2, 'search_volume': 1900}, {'year': 2025, 'month': 1, 'search_volume': 2400}, {'year': 2024, 'month': 12, 'search_volume': 1900}, {'year': 2024, 'month': 11, 'search_volume': 1300}, {'year': 2024, 'month': 10, 'search_volume': 1600}, {'year': 2024, 'month': 9, 'search_volume': 1300}, {'year': 2024, 'month': 8, 'search_volume': 1300}, {'year': 2024, 'month': 7, 'search_volume': 1300}]"
sauteed lentils,90,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 90}, {'year': 2025, 'month': 5, 'search_volume': 70}, {'year': 2025, 'month': 4, 'search_volume': 90}, {'year': 2025, 'month': 3, 'search_volume': 110}, {'year': 2025, 'month': 2, 'search_volume': 90}, {'year': 2025, 'month': 1, 'search_volume': 90}, {'year': 2024, 'month': 12, 'search_volume': 70}, {'year': 2024, 'month': 11, 'search_volume': 70}, {'year': 2024, 'month': 10, 'search_volume': 90}, {'year': 2024, 'month': 9, 'search_volume': 90}, {'year': 2024, 'month': 8, 'search_volume': 70}, {'year': 2024, 'month': 7, 'search_volume': 70}]"
small lentils,70,HIGH,,0.26,"[{'year': 2025, 'month': 6, 'search_volume': 50}, {'year': 2025, 'month': 5, 'search_volume': 70}, {'year': 2025, 'month': 4, 'search_volume': 90}, {'year': 2025, 'month': 3, 'search_volume': 90}, {'year': 2025, 'month': 2, 'search_volume': 70}, {'year': 2025, 'month': 1, 'search_volume': 90}, {'year': 2024, 'month': 12, 'search_volume': 70}, {'year': 2024, 'month': 11, 'search_volume': 90}, {'year': 2024, 'month': 10, 'search_volume': 90}, {'year': 2024, 'month': 9, 'search_volume': 70}, {'year': 2024, 'month': 8, 'search_volume': 50}, {'year': 2024, 'month': 7, 'search_volume': 70}]"
soaked lentils,1000,LOW,,0.02,"[{'year': 2025, 'month': 6, 'search_volume': 880}, {'year': 2025, 'month': 5, 'search_volume': 880}, {'year': 2025, 'month': 4, 'search_volume': 880}, {'year': 2025, 'month': 3, 'search_volume': 1000}, {'year': 2025, 'month': 2, 'search_volume': 1000}, {'year': 2025, 'month': 1, 'search_volume': 1600}, {'year': 2024, 'month': 12, 'search_volume': 880}, {'year': 2024, 'month': 11, 'search_volume': 880}, {'year': 2024, 'month': 10, 'search_volume': 1000}, {'year': 2024, 'month': 9, 'search_volume': 1000}, {'year': 2024, 'month': 8, 'search_volume': 880}, {'year': 2024, 'month': 7, 'search_volume': 880}]"
soaking red lentils,140,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 170}, {'year': 2025, 'month': 5, 'search_volume': 140}, {'year': 2025, 'month': 4, 'search_volume': 110}, {'year': 2025, 'month': 3, 'search_volume': 140}, {'year': 2025, 'month': 2, 'search_volume': 170}, {'year': 2025, 'month': 1, 'search_volume': 210}, {'year': 2024, 'month': 12, 'search_volume': 110}, {'year': 2024, 'month': 11, 'search_volume': 140}, {'year': 2024, 'month': 10, 'search_volume': 140}, {'year': 2024, 'month': 9, 'search_volume': 170}, {'year': 2024, 'month': 8, 'search_volume': 140}, {'year': 2024, 'month': 7, 'search_volume': 90}]"
solid starts lentils,70,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 40}, {'year': 2025, 'month': 5, 'search_volume': 70}, {'year': 2025, 'month': 4, 'search_volume': 50}, {'year': 2025, 'month': 3, 'search_volume': 70}, {'year': 2025, 'month': 2, 'search_volume': 50}, {'year': 2025, 'month': 1, 'search_volume': 70}, {'year': 2024, 'month': 12, 'search_volume': 50}, {'year': 2024, 'month': 11, 'search_volume': 70}, {'year': 2024, 'month': 10, 'search_volume': 70}, {'year': 2024, 'month': 9, 'search_volume': 70}, {'year': 2024, 'month': 8, 'search_volume': 70}, {'year': 2024, 'month': 7, 'search_volume': 70}]"
spanish lentil soup,590,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 320}, {'year': 2025, 'month': 5, 'search_volume': 480}, {'year': 2025, 'month': 4, 'search_volume': 480}, {'year': 2025, 'month': 3, 'search_volume': 590}, {'year': 2025, 'month': 2, 'search_volume': 590}, {'year': 2025, 'month': 1, 'search_volume': 880}, {'year': 2024, 'month': 12, 'search_volume': 590}, {'year': 2024, 'month': 11, 'search_volume': 590}, {'year': 2024, 'month': 10, 'search_volume': 590}, {'year': 2024, 'month': 9, 'search_volume': 590}, {'year': 2024, 'month': 8, 'search_volume': 390}, {'year': 2024, 'month': 7, 'search_volume': 480}]"
spanish lentils with chorizo,40,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 40}, {'year': 2025, 'month': 5, 'search_volume': 40}, {'year': 2025, 'month': 4, 'search_volume': 50}, {'year': 2025, 'month': 3, 'search_volume': 30}, {'year': 2025, 'month': 2, 'search_volume': 30}, {'year': 2025, 'month': 1, 'search_volume': 50}, {'year': 2024, 'month': 12, 'search_volume': 40}, {'year': 2024, 'month': 11, 'search_volume': 50}, {'year': 2024, 'month': 10, 'search_volume': 40}, {'year': 2024, 'month': 9, 'search_volume': 40}, {'year': 2024, 'month': 8, 'search_volume': 40}, {'year': 2024, 'month': 7, 'search_volume': 40}]"
spices for lentils,720,LOW,,0.14,"[{'year': 2025, 'month': 6, 'search_volume': 590}, {'year': 2025, 'month': 5, 'search_volume': 720}, {'year': 2025, 'month': 4, 'search_volume': 720}, {'year': 2025, 'month': 3, 'search_volume': 720}, {'year': 2025, 'month': 2, 'search_volume': 720}, {'year': 2025, 'month': 1, 'search_volume': 880}, {'year': 2024, 'month': 12, 'search_volume': 720}, {'year': 2024, 'month': 11, 'search_volume': 720}, {'year': 2024, 'month': 10, 'search_volume': 880}, {'year': 2024, 'month': 9, 'search_volume': 720}, {'year': 2024, 'month': 8, 'search_volume': 720}, {'year': 2024, 'month': 7, 'search_volume': 720}]"
spinach lentil dal,110,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 90}, {'year': 2025, 'month': 5, 'search_volume': 110}, {'year': 2025, 'month': 4, 'search_volume': 110}, {'year': 2025, 'month': 3, 'search_volume': 140}, {'year': 2025, 'month': 2, 'search_volume': 140}, {'year': 2025, 'month': 1, 'search_volume': 140}, {'year': 2024, 'month': 12, 'search_volume': 90}, {'year': 2024, 'month': 11, 'search_volume': 90}, {'year': 2024, 'month': 10, 'search_volume': 110}, {'year': 2024, 'month': 9, 'search_volume': 140}, {'year': 2024, 'month': 8, 'search_volume': 110}, {'year': 2024, 'month': 7, 'search_volume': 110}]"
split green lentils,70,HIGH,,0.3,"[{'year': 2025, 'month': 6, 'search_volume': 70}, {'year': 2025, 'month': 5, 'search_volume': 70}, {'year': 2025, 'month': 4, 'search_volume': 70}, {'year': 2025, 'month': 3, 'search_volume': 70}, {'year': 2025, 'month': 2, 'search_volume': 70}, {'year': 2025, 'month': 1, 'search_volume': 90}, {'year': 2024, 'month': 12, 'search_volume': 70}, {'year': 2024, 'month': 11, 'search_volume': 70}, {'year': 2024, 'month': 10, 'search_volume': 90}, {'year': 2024, 'month': 9, 'search_volume': 70}, {'year': 2024, 'month': 8, 'search_volume': 90}, {'year': 2024, 'month': 7, 'search_volume': 70}]"
steamed lentils trader joe's,1000,LOW,,0.18,"[{'year': 2025, 'month': 6, 'search_volume': 1300}, {'year': 2025, 'month': 5, 'search_volume': 1300}, {'year': 2025, 'month': 4, 'search_volume': 1000}, {'year': 2025, 'month': 3, 'search_volume': 1300}, {'year': 2025, 'month': 2, 'search_volume': 1300}, {'year': 2025, 'month': 1, 'search_volume': 1900}, {'year': 2024, 'month': 12, 'search_volume': 880}, {'year': 2024, 'month': 11, 'search_volume': 1000}, {'year': 2024, 'month': 10, 'search_volume': 1000}, {'year': 2024, 'month': 9, 'search_volume': 880}, {'year': 2024, 'month': 8, 'search_volume': 1000}, {'year': 2024, 'month': 7, 'search_volume': 1000}]"
stewed lentils,6600,LOW,,1.43,"[{'year': 2025, 'month': 6, 'search_volume': 4400}, {'year': 2025, 'month': 5, 'search_volume': 4400}, {'year': 2025, 'month': 4, 'search_volume': 5400}, {'year': 2025, 'month': 3, 'search_volume': 5400}, {'year': 2025, 'month': 2, 'search_volume': 6600}, {'year': 2025, 'month': 1, 'search_volume': 8100}, {'year': 2024, 'month': 12, 'search_volume': 5400}, {'year': 2024, 'month': 11, 'search_volume': 5400}, {'year': 2024, 'month': 10, 'search_volume': 6600}, {'year': 2024, 'month': 9, 'search_volume': 12100}, {'year': 2024, 'month': 8, 'search_volume': 4400}, {'year': 2024, 'month': 7, 'search_volume': 3600}]"
stovetop lentils,170,LOW,,0.03,"[{'year': 2025, 'month': 6, 'search_volume': 170}, {'year': 2025, 'month': 5, 'search_volume': 170}, {'year': 2025, 'month': 4, 'search_volume': 170}, {'year': 2025, 'month': 3, 'search_volume': 170}, {'year': 2025, 'month': 2, 'search_volume': 170}, {'year': 2025, 'month': 1, 'search_volume': 210}, {'year': 2024, 'month': 12, 'search_volume': 140}, {'year': 2024, 'month': 11, 'search_volume': 170}, {'year': 2024, 'month': 10, 'search_volume': 140}, {'year': 2024, 'month': 9, 'search_volume': 170}, {'year': 2024, 'month': 8, 'search_volume': 170}, {'year': 2024, 'month': 7, 'search_volume': 170}]"
sweet korean lentils,70,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 90}, {'year': 2025, 'month': 5, 'search_volume': 90}, {'year': 2025, 'month': 4, 'search_volume': 90}, {'year': 2025, 'month': 3, 'search_volume': 90}, {'year': 2025, 'month': 2, 'search_volume': 70}, {'year': 2025, 'month': 1, 'search_volume': 70}, {'year': 2024, 'month': 12, 'search_volume': 70}, {'year': 2024, 'month': 11, 'search_volume': 50}, {'year': 2024, 'month': 10, 'search_volume': 50}, {'year': 2024, 'month': 9, 'search_volume': 50}, {'year': 2024, 'month': 8, 'search_volume': 90}, {'year': 2024, 'month': 7, 'search_volume': 90}]"
thai lentil soup,110,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 50}, {'year': 2025, 'month': 5, 'search_volume': 90}, {'year': 2025, 'month': 4, 'search_volume': 90}, {'year': 2025, 'month': 3, 'search_volume': 170}, {'year': 2025, 'month': 2, 'search_volume': 170}, {'year': 2025, 'month': 1, 'search_volume': 210}, {'year': 2024, 'month': 12, 'search_volume': 140}, {'year': 2024, 'month': 11, 'search_volume': 140}, {'year': 2024, 'month': 10, 'search_volume': 110}, {'year': 2024, 'month': 9, 'search_volume': 110}, {'year': 2024, 'month': 8, 'search_volume': 50}, {'year': 2024, 'month': 7, 'search_volume': 50}]"
tomato lentil,110,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 90}, {'year': 2025, 'month': 5, 'search_volume': 90}, {'year': 2025, 'month': 4, 'search_volume': 110}, {'year': 2025, 'month': 3, 'search_volume': 110}, {'year': 2025, 'month': 2, 'search_volume': 110}, {'year': 2025, 'month': 1, 'search_volume': 170}, {'year': 2024, 'month': 12, 'search_volume': 110}, {'year': 2024, 'month': 11, 'search_volume': 90}, {'year': 2024, 'month': 10, 'search_volume': 140}, {'year': 2024, 'month': 9, 'search_volume': 140}, {'year': 2024, 'month': 8, 'search_volume': 140}, {'year': 2024, 'month': 7, 'search_volume': 110}]"
trader joe's lentil,5400,LOW,,0.16,"[{'year': 2025, 'month': 6, 'search_volume': 4400}, {'year': 2025, 'month': 5, 'search_volume': 4400}, {'year': 2025, 'month': 4, 'search_volume': 4400}, {'year': 2025, 'month': 3, 'search_volume': 5400}, {'year': 2025, 'month': 2, 'search_volume': 5400}, {'year': 2025, 'month': 1, 'search_volume': 6600}, {'year': 2024, 'month': 12, 'search_volume': 4400}, {'year': 2024, 'month': 11, 'search_volume': 4400}, {'year': 2024, 'month': 10, 'search_volume': 5400}, {'year': 2024, 'month': 9, 'search_volume': 5400}, {'year': 2024, 'month': 8, 'search_volume': 5400}, {'year': 2024, 'month': 7, 'search_volume': 5400}]"
trader joe's madras lentils,480,LOW,,0.18,"[{'year': 2025, 'month': 6, 'search_volume': 720}, {'year': 2025, 'month': 5, 'search_volume': 390}, {'year': 2025, 'month': 4, 'search_volume': 390}, {'year': 2025, 'month': 3, 'search_volume': 480}, {'year': 2025, 'month': 2, 'search_volume': 480}, {'year': 2025, 'month': 1, 'search_volume': 480}, {'year': 2024, 'month': 12, 'search_volume': 320}, {'year': 2024, 'month': 11, 'search_volume': 390}, {'year': 2024, 'month': 10, 'search_volume': 390}, {'year': 2024, 'month': 9, 'search_volume': 390}, {'year': 2024, 'month': 8, 'search_volume': 590}, {'year': 2024, 'month': 7, 'search_volume': 720}]"
trader joe's red lentils,590,MEDIUM,,0.29,"[{'year': 2025, 'month': 6, 'search_volume': 260}, {'year': 2025, 'month': 5, 'search_volume': 390}, {'year': 2025, 'month': 4, 'search_volume': 390}, {'year': 2025, 'month': 3, 'search_volume': 590}, {'year': 2025, 'month': 2, 'search_volume': 590}, {'year': 2025, 'month': 1, 'search_volume': 880}, {'year': 2024, 'month': 12, 'search_volume': 480}, {'year': 2024, 'month': 11, 'search_volume': 590}, {'year': 2024, 'month': 10, 'search_volume': 720}, {'year': 2024, 'month': 9, 'search_volume': 1300}, {'year': 2024, 'month': 8, 'search_volume': 480}, {'year': 2024, 'month': 7, 'search_volume': 480}]"
trader joe's steamed lentils,1000,LOW,,0.18,"[{'year': 2025, 'month': 6, 'search_volume': 1300}, {'year': 2025, 'month': 5, 'search_volume': 1300}, {'year': 2025, 'month': 4, 'search_volume': 1000}, {'year': 2025, 'month': 3, 'search_volume': 1300}, {'year': 2025, 'month': 2, 'search_volume': 1300}, {'year': 2025, 'month': 1, 'search_volume': 1900}, {'year': 2024, 'month': 12, 'search_volume': 880}, {'year': 2024, 'month': 11, 'search_volume': 1000}, {'year': 2024, 'month': 10, 'search_volume': 1000}, {'year': 2024, 'month': 9, 'search_volume': 880}, {'year': 2024, 'month': 8, 'search_volume': 1000}, {'year': 2024, 'month': 7, 'search_volume': 1000}]"
tuna and lentils,140,LOW,,0.04,"[{'year': 2025, 'month': 6, 'search_volume': 170}, {'year': 2025, 'month': 5, 'search_volume': 140}, {'year': 2025, 'month': 4, 'search_volume': 140}, {'year': 2025, 'month': 3, 'search_volume': 170}, {'year': 2025, 'month': 2, 'search_volume': 140}, {'year': 2025, 'month': 1, 'search_volume': 140}, {'year': 2024, 'month': 12, 'search_volume': 90}, {'year': 2024, 'month': 11, 'search_volume': 90}, {'year': 2024, 'month': 10, 'search_volume': 90}, {'year': 2024, 'month': 9, 'search_volume': 110}, {'year': 2024, 'month': 8, 'search_volume': 170}, {'year': 2024, 'month': 7, 'search_volume': 140}]"
turkish lentils,170,LOW,,0.14,"[{'year': 2025, 'month': 6, 'search_volume': 140}, {'year': 2025, 'month': 5, 'search_volume': 170}, {'year': 2025, 'month': 4, 'search_volume': 170}, {'year': 2025, 'month': 3, 'search_volume': 210}, {'year': 2025, 'month': 2, 'search_volume': 170}, {'year': 2025, 'month': 1, 'search_volume': 260}, {'year': 2024, 'month': 12, 'search_volume': 170}, {'year': 2024, 'month': 11, 'search_volume': 210}, {'year': 2024, 'month': 10, 'search_volume': 140}, {'year': 2024, 'month': 9, 'search_volume': 140}, {'year': 2024, 'month': 8, 'search_volume': 140}, {'year': 2024, 'month': 7, 'search_volume': 140}]"
uncooked lentils,390,LOW,,0.31,"[{'year': 2025, 'month': 6, 'search_volume': 260}, {'year': 2025, 'month': 5, 'search_volume': 320}, {'year': 2025, 'month': 4, 'search_volume': 390}, {'year': 2025, 'month': 3, 'search_volume': 390}, {'year': 2025, 'month': 2, 'search_volume': 390}, {'year': 2025, 'month': 1, 'search_volume': 480}, {'year': 2024, 'month': 12, 'search_volume': 480}, {'year': 2024, 'month': 11, 'search_volume': 480}, {'year': 2024, 'month': 10, 'search_volume': 390}, {'year': 2024, 'month': 9, 'search_volume': 390}, {'year': 2024, 'month': 8, 'search_volume': 320}, {'year': 2024, 'month': 7, 'search_volume': 320}]"
